protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_mean,flow_byts_s,flow_pkts_s,flow_iat_std,flow_iat_min,fwd_iat_tot,fwd_iat_min,bwd_iat_tot,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,bwd_pkts_s,fin_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,down_up_ratio,init_fwd_win_byts,init_bwd_win_byts,fwd_seg_size_min,active_mean,idle_mean,label
6,14,1,1,0,0,0,0,0,0,142857.1429,0,14,0,0,0,0,0,0,71428.57143,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,1138,1,1,55,113,55,0,113,147627.4165,1757.469244,0,1138,0,0,0,0,0,0,878.7346221,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,33,1,1,0,0,0,0,0,0,60606.06061,0,33,0,0,0,0,0,0,30303.0303,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,16685,2,0,0,0,0,0,0,0,119.868145,0,16685,16685,16685,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,18342,1,1,33,65,33,0,65,5342.928797,109.0393632,0,18342,0,0,0,0,0,0,54.51968161,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,4341,3,4,268,935,89.33333333,154.7298721,233.75,277125.0864,1612.531675,1308.702373,5,3664,317,4336,34,0,0,921.4466713,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
17,1539,1,1,41,127,41,0,127,109161.7934,1299.545159,0,1539,0,0,0,0,0,0,649.7725796,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,69278427,15,2,2308,0,153.8666667,111.4641945,0,33.31484417,0.245386634,6761998.297,23,69278427,301,30998431,30998431,0,0,0.028869016,0,0,1,0,0,0,26883,26847,32,6042791,14287466,DoS attacks-Slowloris
6,30075,2,0,0,0,0,0,0,0,66.50041563,0,30075,30075,30075,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,25,1,1,0,0,0,0,0,0,80000,0,25,0,0,0,0,0,0,40000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
0,112637253,3,0,0,0,0,0,0,0,0.026634172,94.0452019,56318560,112637253,56318560,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,56318626.5,Benign
6,14854,3,4,249,935,83,143.760217,233.75,79709.16925,471.2535344,5428.725621,3,13868,336,14850,33,0,0,269.2877339,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,116142882,18,15,875,1412,48.61111111,139.4789206,94.13333333,19.6912627,0.284132781,4787706.469,17,116000000,171,110000000,11452,0,0,0.129151264,0,1,1,0,0,0,8192,176,20,41989.90909,9999355.182,Benign
6,41,1,1,0,0,0,0,0,0,48780.4878,0,41,0,0,0,0,0,0,24390.2439,0,0,0,1,1,1,508,257,20,0,0,Benign
6,774514,2,2,0,0,0,0,0,0,5.164528982,447119.967,26,774488,774488,774487,774487,0,0,2.582264491,0,0,1,0,0,1,8192,0,32,0,0,Benign
17,13262,1,1,36,164,36,0,164,15080.68165,150.8068165,0,13262,0,0,0,0,0,0,75.40340823,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,1400,1,1,34,155,34,0,155,135000,1428.571429,0,1400,0,0,0,0,0,0,714.2857143,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,27530,2,0,0,0,0,0,0,0,72.64802034,0,27530,27530,27530,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,1001,1,1,34,79,34,0,79,112887.1129,1998.001998,0,1001,0,0,0,0,0,0,999.000999,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,146,2,0,0,0,0,0,0,0,13698.63014,0,146,146,146,0,0,0,0,0,0,0,0,1,0,0,259,-1,20,0,0,Benign
6,2255791,8,7,1148,1581,143.5,228.1296624,225.8571429,1209.775196,6.649552197,234787.5018,5,2255791,5,2062801,198111,0,0,3.103124359,0,0,1,0,0,0,8192,62852,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,77,3,1,31,0,10.33333333,17.89785834,0,402597.4026,51948.05195,13.65039682,10,77,10,0,0,0,0,12987.01299,0,0,0,1,0,0,144,0,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,37970,1,1,37,77,37,0,77,3002.370292,52.67316302,0,37970,0,0,0,0,0,0,26.33658151,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,18900,2,0,0,0,0,0,0,0,105.8201058,0,18900,18900,18900,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,27907,2,0,0,0,0,0,0,0,71.66660694,0,27907,27907,27907,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,11064,3,4,313,935,104.3333333,180.7106343,233.75,112798.2646,632.6825741,4050.836605,3,10369,273,11060,24,0,0,361.5328995,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,13955,3,4,248,935,82.66666667,143.1828668,233.75,84772.48298,501.6123253,5319.862006,3,13453,275,13952,21,0,0,286.6356145,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,5930568,9,9,1175,1581,130.5555556,210.9734054,175.6666667,464.7109687,3.035122437,1000169.567,3,5930568,3,5849231,79523,0,0,1.517561218,0,0,1,0,0,1,8192,62868,20,0,0,Benign
17,1706,1,1,35,83,35,0,83,69167.64361,1172.332943,0,1706,0,0,0,0,0,0,586.1664713,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,20693,1,1,45,82,45,0,82,6137.34113,96.65104141,0,20693,0,0,0,0,0,0,48.32552071,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,12784,3,4,291,935,97,168.0089283,233.75,95901.12641,547.5594493,4763.993353,3,12116,274,12781,24,0,0,312.8911139,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,716985,2,2,0,0,0,0,0,0,5.578917272,413922.0379,17,716968,716968,716968,716968,0,0,2.789458636,0,0,1,0,0,1,8192,0,32,0,0,Benign
17,320,1,1,41,57,41,0,57,306250,6250,0,320,0,0,0,0,0,0,3125,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,226255,2,2,74,154,37,0,77,1007.712537,17.67916731,129170.534,470,225785,225785,225041,225041,0,0,8.839583656,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,156,2,0,0,0,0,0,0,0,12820.51282,0,156,156,156,0,0,0,0,0,0,0,0,1,0,0,255,-1,20,0,0,Benign
6,107358176,15,3,2530,0,168.6666667,105.2796729,0,23.56597415,0.167663057,13466633.88,1,107358175,262,106335313,30996988,0,0,0.027943843,0,0,1,0,0,0,26883,0,32,6026255.5,23826416,DoS attacks-Slowloris
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,1005,1,1,38,125,38,0,125,162189.0547,1990.049751,0,1005,0,0,0,0,0,0,995.0248756,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,268,1,1,33,97,33,0,97,485074.6269,7462.686567,0,268,0,0,0,0,0,0,3731.343284,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,3,0,31,0,10.33333333,17.89785834,0,15500000,1500000,1.414213562,0,2,0,0,0,0,0,0,0,0,0,1,0,0,946,-1,20,0,0,Benign
17,997,1,1,33,70,33,0,70,103309.9298,2006.018054,0,997,0,0,0,0,0,0,1003.009027,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2507847,9,9,1213,1874,134.7777778,209.0799953,208.2222222,1230.936337,7.177471353,234514.7223,33,2507847,135,2330823,64134,0,0,3.588735677,0,1,1,0,0,1,8192,62872,20,0,0,Benign
6,31948129,8,11,1132,1581,141.5,222.7920235,143.7272727,84.91890088,0.594714013,3254814.759,4,31900000,4,31900000,123553,0,0,0.344308113,0,0,1,0,0,1,8192,62868,20,6790147,9144870.5,Benign
6,5,1,1,0,0,0,0,0,0,400000,0,5,0,0,0,0,0,0,200000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,167169,1,1,35,223,35,0,223,1543.348348,11.96394068,0,167169,0,0,0,0,0,0,5.981970341,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,42,2,0,0,0,0,0,0,0,47619.04762,0,42,42,42,0,0,0,0,0,0,0,0,1,0,0,219,-1,20,0,0,Benign
17,35474,1,1,39,167,39,0,167,5807.069967,56.37932007,0,35474,0,0,0,0,0,0,28.18966003,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,816,3,4,161,488,53.66666667,92.95339334,122,795343.1373,8578.431373,90.93734107,1,445,137,568,1,0,0,4901.960784,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,41947,2,2,62,126,31,0,63,4481.846139,95.35842849,20821.61138,26,37915,37915,26,26,0,0,47.67921425,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,557,1,1,38,94,38,0,94,236983.842,3590.664273,0,557,0,0,0,0,0,0,1795.332136,0,0,0,0,0,1,-1,-1,8,0,0,Infilteration
17,357,1,1,35,51,35,0,51,240896.3585,5602.240896,0,357,0,0,0,0,0,0,2801.120448,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,29770,2,0,0,0,0,0,0,0,67.18172657,0,29770,29770,29770,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,5,1,1,0,0,0,0,0,0,400000,0,5,0,0,0,0,0,0,200000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,27040,2,0,0,0,0,0,0,0,73.96449704,0,27040,27040,27040,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,234,1,1,26,42,26,0,42,290598.2906,8547.008547,0,234,0,0,0,0,0,0,4273.504274,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,30324900,2,0,0,0,0,0,0,0,0.065952402,0,30324900,30324900,30324900,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,30324900,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,4,1,1,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,250000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,88063882,2,0,0,0,0,0,0,0,0.022710786,0,88063882,88063882,88063882,0,0,0,0,0,0,0,0,1,0,0,63326,-1,20,0,88063882,Benign
6,1994860,10,7,672,301,67.2,68.07805977,43,487.7535266,8.521901286,200458.4372,3,1994860,3,1260429,235,0,0,3.509018177,0,1,1,0,0,0,8192,63328,20,0,0,Benign
6,1674129,8,7,1144,1581,143,227.9699228,225.8571429,1627.712082,8.95988302,245546.7099,4,1674129,4,1562139,108330,0,0,4.181278743,0,1,1,0,0,0,8192,62856,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1677714,8,7,1148,1581,143.5,228.1296624,225.8571429,1626.618124,8.940737217,245529.0206,55,1677714,1055,1566704,109784,0,0,4.172344035,0,1,1,0,0,0,8192,62852,20,0,0,Benign
17,242,1,1,36,68,36,0,68,429752.0661,8264.46281,0,242,0,0,0,0,0,0,4132.231405,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,15692,3,4,315,935,105,181.8653348,233.75,79658.42467,446.0871782,5707.120033,8,14579,345,15684,19,0,0,254.906959,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,15355176,10,4,2160,972,216,185.9032006,243,203.9703094,0.911744678,1999100.725,6,10354234,355,14331940,3295848,0,0,0.26049848,0,0,1,0,0,0,26883,219,32,4319084,6034849,DoS attacks-GoldenEye
17,20294,1,1,34,93,34,0,93,6258.007293,98.55129595,0,20294,0,0,0,0,0,0,49.27564797,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,11030787,8,11,535,3200,66.875,130.074086,290.9090909,338.5977809,1.722451898,2145977.305,1,1936498,56,11000000,1,0,0,0.997208993,0,1,1,0,0,1,8192,13400,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,557,1,1,35,51,35,0,51,154398.5637,3590.664273,0,557,0,0,0,0,0,0,1795.332136,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,25,1,1,0,0,0,0,0,0,80000,0,25,0,0,0,0,0,0,40000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,119010592,23,18,2191,3940,95.26086957,183.6219479,218.8888889,51.51642301,0.344507151,4429060.411,52,118999268,293,118999373,522,0,0,0.151247042,0,0,1,0,0,0,8192,296,20,824855.1818,9993260.091,Benign
6,4,1,1,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,250000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,1641164,10,7,674,301,67.4,68.00196076,43,594.0905357,10.35850165,223079.7619,3,1641164,3,1593471,219,0,0,4.265265385,0,1,1,0,0,0,8192,63326,20,0,0,Benign
17,38645,1,1,39,67,39,0,67,2742.916289,51.75313753,0,38645,0,0,0,0,0,0,25.87656877,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,259,1,1,43,59,43,0,59,393822.3938,7722.007722,0,259,0,0,0,0,0,0,3861.003861,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,798673,7,5,364,582,52,49.21720566,116.4,1184.464731,15.02492259,82590.6806,35,798673,1406,640044,158765,0,0,6.260384413,0,0,1,0,0,0,8192,255,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,700,2,0,0,0,0,0,0,0,2857.142857,0,700,700,700,0,0,0,0,0,0,0,0,1,0,0,252,-1,20,0,0,Benign
6,86385794,2,0,0,0,0,0,0,0,0.023151955,0,86385794,86385794,86385794,0,0,0,0,0,0,0,0,1,0,0,62561,-1,20,0,86385794,Benign
6,11440307,4,4,419,972,104.75,209.5,243,121.5876462,0.699281934,2821320.779,3,6435904,85,11440304,372,0,0,0.349640967,0,0,1,0,0,1,26883,219,32,375,6435238,DoS attacks-GoldenEye
6,56723666,52,152,5600,183083,107.6923077,168.2830876,1204.493421,3326.354118,3.596382505,1566472.591,0,47016848,30,56628477,0,0,0,2.679657553,0,0,1,0,0,2,8192,354,20,1421395.6,9923317.8,Benign
6,6956720,4,4,362,972,90.5,181,243,191.7570349,1.149967226,1911219.729,5,1952015,297,6956714,6554,0,0,0.574983613,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,27513,3,4,326,935,108.6666667,188.2161878,233.75,45832.879,254.4251808,6981.528622,4,14716,343,27503,19,0,0,145.3858176,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,1217675,7,5,364,582,52,49.21720566,116.4,776.8903854,9.854846326,126562.4959,36,1217675,173,974910,242915,0,0,4.106185969,0,0,1,0,0,0,8192,259,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,13846,3,4,309,935,103,178.4012332,233.75,89845.44273,505.5611729,5142.068326,3,13040,254,13842,21,0,0,288.8920988,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,112687997,38,77,323,75869,8.5,36.3390565,985.3116883,676.132348,1.020516852,2951769.29,0,112657694,18,112657736,0,0,0,0.683302588,0,0,1,0,0,2,8192,2133,20,280402.8182,9961205.727,Benign
6,29058,2,0,0,0,0,0,0,0,68.82786152,0,29058,29058,29058,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1650828,8,7,1132,1581,141.5,222.7920235,225.8571429,1643.417727,9.086349396,242872.8675,3,1650828,3,1557398,93992,0,0,4.240296385,0,0,1,0,0,0,8192,62868,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,27557,2,0,0,0,0,0,0,0,72.57684073,0,27557,27557,27557,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,5,1,1,0,0,0,0,0,0,400000,0,5,0,0,0,0,0,0,200000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
0,112639570,3,0,0,0,0,0,0,0,0.026633624,46.66904756,56300000,113000000,56300000,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,56300000,Benign
6,732,3,4,161,488,53.66666667,92.95339334,122,886612.0219,9562.84153,88.57764955,0,416,125,494,0,0,0,5464.480874,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,26521,2,0,0,0,0,0,0,0,75.41193771,0,26521,26521,26521,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,5010660,4,4,303,972,75.75,151.5,243,254.4574966,1.596596057,1889513.133,5,9845,133,5010655,417,0,0,0.798298029,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,61442,3,4,437,860,145.6666667,252.3020676,215,21109.33889,113.9285831,11663.67202,39,37505,13874,37850,43,0,0,65.10204746,0,0,1,0,0,1,8192,31,20,0,0,Benign
6,5072204,4,4,361,972,90.25,180.5,243,262.8048872,1.577223629,1886093.414,7,70752,261,5072197,547,0,0,0.788611815,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,117610184,16,14,445,706,27.8125,108.3175694,50.42857143,9.786567463,0.255079951,5009485.527,16,118000000,207,113000000,11365,0,0,0.119037311,0,1,1,0,0,0,8192,176,20,19059.36364,10200000,Benign
6,320917,5,3,363,972,72.6,162.3385352,324,4159.954131,24.92856408,79318.40129,3,320917,157,136012,423,0,0,9.348211531,0,0,1,0,0,0,26883,219,32,0,0,DoS attacks-GoldenEye
0,112639672,3,0,0,0,0,0,0,0,0.0266336,21.21320344,56319821,112639672,56319821,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,56319836,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,102962225,2,1,391,0,195.5,276.4787514,0,3.797509232,0.0291369,72805283.26,3,102962222,102962222,0,0,0,0,0.0097123,0,0,0,1,0,0,221,0,32,0,102962222,DoS attacks-GoldenEye
6,3031756,3,0,0,0,0,0,0,0,0.989525542,707263.7589,1015767,3031756,1015767,0,0,0,0,0,0,0,1,0,0,0,26883,-1,40,0,0,DoS attacks-Slowloris
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,39361725,12,29,0,4000,0,0,137.9310345,101.6215626,1.041621016,1707990.661,20,39361725,41915,36176835,329,0,0,0.736756329,0,0,0,1,0,2,770,770,20,0,0,Benign
17,369807,2,2,88,200,44,0,100,778.7846093,10.81645291,212107.2241,463,369344,369344,368652,368652,0,0,5.408226453,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,105002799,2,2,16,0,8,0,0,0.15237689,0.038094223,60623389.94,2,105002797,105002797,105002796,105002796,1,0,0.019047111,0,0,0,1,0,1,211,219,32,3,105002794,DoS attacks-Slowloris
6,30018,2,0,0,0,0,0,0,0,66.62669065,0,30018,30018,30018,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,6604680,11,7,1148,1581,104.3636364,202.2944748,225.8571429,413.1918579,2.725340213,841531.4192,3,6604680,3,6388486,211512,0,0,1.059854527,0,1,1,0,0,0,8192,62852,20,0,0,Benign
6,774340,7,5,364,582,52,49.21720566,116.4,1221.685564,15.49706847,80225.35765,4,774340,4,620325,154028,0,0,6.457111863,0,0,1,0,0,0,8192,259,20,0,0,Benign
6,74,2,0,0,0,0,0,0,0,27027.02703,0,74,74,74,0,0,0,0,0,0,0,0,1,0,0,278,-1,20,0,0,Benign
17,226,1,1,52,84,52,0,84,601769.9115,8849.557522,0,226,0,0,0,0,0,0,4424.778761,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,53663,2,2,78,190,39,0,95,4994.130034,74.53925423,24076.71988,23,45268,45268,23,23,0,0,37.26962712,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,4973680,2,0,0,0,0,0,0,0,0.402116743,0,4973680,4973680,4973680,0,0,0,0,0,0,0,0,1,0,0,237,-1,20,0,0,Benign
17,420,1,1,50,66,50,0,66,276190.4762,4761.904762,0,420,0,0,0,0,0,0,2380.952381,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,27000,2,2,82,390,41,0,195,17481.48148,148.1481481,13593.39571,1,24637,24637,1,1,0,0,74.07407407,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,11,1,1,0,0,0,0,0,0,181818.1818,0,11,0,0,0,0,0,0,90909.09091,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3640,2,0,0,0,0,0,0,0,549.4505495,0,3640,3640,3640,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,656,3,0,77,0,25.66666667,23.45918441,0,117378.0488,4573.170732,429.920923,24,656,24,0,0,1,0,0,0,0,0,1,0,0,253,-1,20,0,0,Benign
6,58,2,0,0,0,0,0,0,0,34482.75862,0,58,58,58,0,0,0,0,0,0,0,0,1,0,0,256,-1,20,0,0,Benign
6,20,1,1,0,0,0,0,0,0,100000,0,20,0,0,0,0,0,0,50000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,1325,1,1,32,128,32,0,128,120754.717,1509.433962,0,1325,0,0,0,0,0,0,754.7169811,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,3136,2,0,0,0,0,0,0,0,637.755102,0,3136,3136,3136,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,152818,5,3,311,972,62.2,139.0834282,324,8395.607847,52.34985407,38842.21589,3,152818,272,99568,1660,0,0,19.63119528,0,0,1,0,0,0,26883,219,32,0,0,DoS attacks-GoldenEye
6,6825829,5,3,409,972,81.8,182.9103606,324,202.3197475,1.172018813,2504527.381,4,6825829,65,6653330,339,0,0,0.439507055,0,0,1,0,0,0,26883,219,32,343,6652991,DoS attacks-GoldenEye
